Date,Change,Open,High,Low,Close,Volume,var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var6(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var6(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var1(t)
2020-04-23,1,0.6853470206260681,0.6980770230293274,0.6003220081329346,0.6274570226669312,13485271,1.0,0.6129480004310608,0.6392539739608765,0.5205780267715454,0.538811981678009,8342616.0,1.0,0.5413870215415955,0.6045860052108765,0.5085489749908447,0.5876590013504028,9711507.0,0.0,0.5811660289764404,0.7069640159606934,0.5696210265159607,0.6916009783744812,18828400.0,1
2020-04-24,1,0.6240209937095642,0.671019971370697,0.6139410138130188,0.6342419981956482,9064190,1.0,0.5413870215415955,0.6045860052108765,0.5085489749908447,0.5876590013504028,9711507.0,0.0,0.5811660289764404,0.7069640159606934,0.5696210265159607,0.6916009783744812,18828400.0,1.0,0.6853470206260681,0.6980770230293274,0.6003220081329346,0.6274570226669312,13485271.0,1
2020-04-25,0,0.6305279731750488,0.6709480285644531,0.6215469837188721,0.6433290243148804,7311905,0.0,0.5811660289764404,0.7069640159606934,0.5696210265159607,0.6916009783744812,18828400.0,1.0,0.6853470206260681,0.6980770230293274,0.6003220081329346,0.6274570226669312,13485271.0,1.0,0.6240209937095642,0.671019971370697,0.6139410138130188,0.6342419981956482,9064190.0,0
2020-04-26,0,0.6532149910926819,0.6914989948272705,0.6311709880828857,0.6355059742927551,8320760,1.0,0.6853470206260681,0.6980770230293274,0.6003220081329346,0.6274570226669312,13485271.0,1.0,0.6240209937095642,0.671019971370697,0.6139410138130188,0.6342419981956482,9064190.0,0.0,0.6305279731750488,0.6709480285644531,0.6215469837188721,0.6433290243148804,7311905.0,0
2020-04-27,1,0.6357139945030212,0.6602830290794373,0.561028003692627,0.5723720192909241,7406934,1.0,0.6240209937095642,0.671019971370697,0.6139410138130188,0.6342419981956482,9064190.0,0.0,0.6305279731750488,0.6709480285644531,0.6215469837188721,0.6433290243148804,7311905.0,0.0,0.6532149910926819,0.6914989948272705,0.6311709880828857,0.6355059742927551,8320760.0,1
2020-04-28,1,0.5782529711723328,0.692147970199585,0.5684840083122253,0.6612930297851562,7470201,0.0,0.6305279731750488,0.6709480285644531,0.6215469837188721,0.6433290243148804,7311905.0,0.0,0.6532149910926819,0.6914989948272705,0.6311709880828857,0.6355059742927551,8320760.0,1.0,0.6357139945030212,0.6602830290794373,0.561028003692627,0.5723720192909241,7406934.0,1
2020-04-29,0,0.6622859835624695,0.77777099609375,0.655273973941803,0.7458400130271912,8801144,0.0,0.6532149910926819,0.6914989948272705,0.6311709880828857,0.6355059742927551,8320760.0,1.0,0.6357139945030212,0.6602830290794373,0.561028003692627,0.5723720192909241,7406934.0,1.0,0.5782529711723328,0.692147970199585,0.5684840083122253,0.6612930297851562,7470201.0,0
2020-04-30,1,0.7471950054168701,0.800815999507904,0.6878809928894043,0.6910449862480164,5016892,1.0,0.6357139945030212,0.6602830290794373,0.561028003692627,0.5723720192909241,7406934.0,1.0,0.5782529711723328,0.692147970199585,0.5684840083122253,0.6612930297851562,7470201.0,0.0,0.6622859835624695,0.77777099609375,0.655273973941803,0.7458400130271912,8801144.0,1
2020-05-01,0,0.6910449862480164,0.7370709776878357,0.685903012752533,0.7287939786911011,4164272,1.0,0.5782529711723328,0.692147970199585,0.5684840083122253,0.6612930297851562,7470201.0,0.0,0.6622859835624695,0.77777099609375,0.655273973941803,0.7458400130271912,8801144.0,1.0,0.7471950054168701,0.800815999507904,0.6878809928894043,0.6910449862480164,5016892.0,0
2020-05-02,0,0.7272679805755615,0.7489809989929199,0.7079039812088013,0.7158759832382202,3441356,0.0,0.6622859835624695,0.77777099609375,0.655273973941803,0.7458400130271912,8801144.0,1.0,0.7471950054168701,0.800815999507904,0.6878809928894043,0.6910449862480164,5016892.0,0.0,0.6910449862480164,0.7370709776878357,0.685903012752533,0.7287939786911011,4164272.0,0
2020-05-03,0,0.7147960066795349,0.7298009991645813,0.6566159725189209,0.6795349717140198,3328344,1.0,0.7471950054168701,0.800815999507904,0.6878809928894043,0.6910449862480164,5016892.0,0.0,0.6910449862480164,0.7370709776878357,0.685903012752533,0.7287939786911011,4164272.0,0.0,0.7272679805755615,0.7489809989929199,0.7079039812088013,0.7158759832382202,3441356.0,0
2020-05-04,0,0.6796249747276306,0.7058119773864746,0.6184340119361877,0.6674910187721252,3443698,0.0,0.6910449862480164,0.7370709776878357,0.685903012752533,0.7287939786911011,4164272.0,0.0,0.7272679805755615,0.7489809989929199,0.7079039812088013,0.7158759832382202,3441356.0,0.0,0.7147960066795349,0.7298009991645813,0.6566159725189209,0.6795349717140198,3328344.0,0
2020-05-05,0,0.6734399795532227,0.686214029788971,0.6264989972114563,0.6418370008468628,2847469,0.0,0.7272679805755615,0.7489809989929199,0.7079039812088013,0.7158759832382202,3441356.0,0.0,0.7147960066795349,0.7298009991645813,0.6566159725189209,0.6795349717140198,3328344.0,0.0,0.6796249747276306,0.7058119773864746,0.6184340119361877,0.6674910187721252,3443698.0,0
2020-05-06,0,0.6424540281295776,0.673891007900238,0.6225839853286743,0.6225839853286743,2677563,0.0,0.7147960066795349,0.7298009991645813,0.6566159725189209,0.6795349717140198,3328344.0,0.0,0.6796249747276306,0.7058119773864746,0.6184340119361877,0.6674910187721252,3443698.0,0.0,0.6734399795532227,0.686214029788971,0.6264989972114563,0.6418370008468628,2847469.0,0
2020-05-07,0,0.6225839853286743,0.6322680115699768,0.5733759999275208,0.6129779815673828,3355830,0.0,0.6796249747276306,0.7058119773864746,0.6184340119361877,0.6674910187721252,3443698.0,0.0,0.6734399795532227,0.686214029788971,0.6264989972114563,0.6418370008468628,2847469.0,0.0,0.6424540281295776,0.673891007900238,0.6225839853286743,0.6225839853286743,2677563.0,0
2020-05-08,0,0.6129779815673828,0.6366180181503296,0.589851975440979,0.6049219965934753,2488195,0.0,0.6734399795532227,0.686214029788971,0.6264989972114563,0.6418370008468628,2847469.0,0.0,0.6424540281295776,0.673891007900238,0.6225839853286743,0.6225839853286743,2677563.0,0.0,0.6225839853286743,0.6322680115699768,0.5733759999275208,0.6129779815673828,3355830.0,0
2020-05-09,0,0.6040419936180115,0.6254289746284485,0.5884479880332947,0.6045269966125488,2128503,0.0,0.6424540281295776,0.673891007900238,0.6225839853286743,0.6225839853286743,2677563.0,0.0,0.6225839853286743,0.6322680115699768,0.5733759999275208,0.6129779815673828,3355830.0,0.0,0.6129779815673828,0.6366180181503296,0.589851975440979,0.6049219965934753,2488195.0,0
2020-05-10,0,0.6044610142707825,0.6123030185699463,0.5130810141563416,0.5370339751243591,2327581,0.0,0.6225839853286743,0.6322680115699768,0.5733759999275208,0.6129779815673828,3355830.0,0.0,0.6129779815673828,0.6366180181503296,0.589851975440979,0.6049219965934753,2488195.0,0.0,0.6040419936180115,0.6254289746284485,0.5884479880332947,0.6045269966125488,2128503.0,0
2020-05-11,1,0.5362550020217896,0.5718600153923035,0.5051940083503723,0.5152729749679565,2098481,0.0,0.6129779815673828,0.6366180181503296,0.589851975440979,0.6049219965934753,2488195.0,0.0,0.6040419936180115,0.6254289746284485,0.5884479880332947,0.6045269966125488,2128503.0,0.0,0.6044610142707825,0.6123030185699463,0.5130810141563416,0.5370339751243591,2327581.0,1
2020-05-12,1,0.5133910179138184,0.5597590208053589,0.5052509903907776,0.5385760068893433,2198625,0.0,0.6040419936180115,0.6254289746284485,0.5884479880332947,0.6045269966125488,2128503.0,0.0,0.6044610142707825,0.6123030185699463,0.5130810141563416,0.5370339751243591,2327581.0,1.0,0.5362550020217896,0.5718600153923035,0.5051940083503723,0.5152729749679565,2098481.0,1
2020-05-13,1,0.5383719801902771,0.564873993396759,0.5180379748344421,0.5505319833755493,2326446,0.0,0.6044610142707825,0.6123030185699463,0.5130810141563416,0.5370339751243591,2327581.0,1.0,0.5362550020217896,0.5718600153923035,0.5051940083503723,0.5152729749679565,2098481.0,1.0,0.5133910179138184,0.5597590208053589,0.5052509903907776,0.5385760068893433,2198625.0,1
2020-05-14,0,0.5505319833755493,0.5809460282325745,0.5501099824905396,0.5691180229187012,2047897,1.0,0.5362550020217896,0.5718600153923035,0.5051940083503723,0.5152729749679565,2098481.0,1.0,0.5133910179138184,0.5597590208053589,0.5052509903907776,0.5385760068893433,2198625.0,1.0,0.5383719801902771,0.564873993396759,0.5180379748344421,0.5505319833755493,2326446.0,0
2020-05-15,1,0.5691930055618286,0.5746200084686279,0.5470929741859436,0.5597519874572754,1850070,1.0,0.5133910179138184,0.5597590208053589,0.5052509903907776,0.5385760068893433,2198625.0,1.0,0.5383719801902771,0.564873993396759,0.5180379748344421,0.5505319833755493,2326446.0,0.0,0.5505319833755493,0.5809460282325745,0.5501099824905396,0.5691180229187012,2047897.0,1
2020-05-16,1,0.5589810013771057,0.6065340042114258,0.5543609857559204,0.599120020866394,2300409,1.0,0.5383719801902771,0.564873993396759,0.5180379748344421,0.5505319833755493,2326446.0,0.0,0.5505319833755493,0.5809460282325745,0.5501099824905396,0.5691180229187012,2047897.0,1.0,0.5691930055618286,0.5746200084686279,0.5470929741859436,0.5597519874572754,1850070.0,1
2020-05-17,1,0.5952280163764954,0.6401960253715515,0.5891749858856201,0.6129890084266663,2936428,0.0,0.5505319833755493,0.5809460282325745,0.5501099824905396,0.5691180229187012,2047897.0,1.0,0.5691930055618286,0.5746200084686279,0.5470929741859436,0.5597519874572754,1850070.0,1.0,0.5589810013771057,0.6065340042114258,0.5543609857559204,0.599120020866394,2300409.0,1
2020-05-18,0,0.6126819849014282,0.6743929982185364,0.6096490025520325,0.6526700258255005,3314359,1.0,0.5691930055618286,0.5746200084686279,0.5470929741859436,0.5597519874572754,1850070.0,1.0,0.5589810013771057,0.6065340042114258,0.5543609857559204,0.599120020866394,2300409.0,1.0,0.5952280163764954,0.6401960253715515,0.5891749858856201,0.6129890084266663,2936428.0,0
2020-05-19,0,0.6509739756584167,0.65447998046875,0.6112480163574219,0.6244540214538574,2380263,1.0,0.5589810013771057,0.6065340042114258,0.5543609857559204,0.599120020866394,2300409.0,1.0,0.5952280163764954,0.6401960253715515,0.5891749858856201,0.6129890084266663,2936428.0,0.0,0.6126819849014282,0.6743929982185364,0.6096490025520325,0.6526700258255005,3314359.0,0
2020-05-20,1,0.6224750280380249,0.6266559958457947,0.5752829909324646,0.5791559815406799,2302926,1.0,0.5952280163764954,0.6401960253715515,0.5891749858856201,0.6129890084266663,2936428.0,0.0,0.6126819849014282,0.6743929982185364,0.6096490025520325,0.6526700258255005,3314359.0,0.0,0.6509739756584167,0.65447998046875,0.6112480163574219,0.6244540214538574,2380263.0,1
2020-05-21,1,0.579692006111145,0.6137890219688416,0.5433459877967834,0.6089149713516235,2863017,0.0,0.6126819849014282,0.6743929982185364,0.6096490025520325,0.6526700258255005,3314359.0,0.0,0.6509739756584167,0.65447998046875,0.6112480163574219,0.6244540214538574,2380263.0,1.0,0.6224750280380249,0.6266559958457947,0.5752829909324646,0.5791559815406799,2302926.0,1
2020-05-22,0,0.6052389740943909,0.6764320135116577,0.582830011844635,0.6388750076293945,3411419,0.0,0.6509739756584167,0.65447998046875,0.6112480163574219,0.6244540214538574,2380263.0,1.0,0.6224750280380249,0.6266559958457947,0.5752829909324646,0.5791559815406799,2302926.0,1.0,0.579692006111145,0.6137890219688416,0.5433459877967834,0.6089149713516235,2863017.0,0
2020-05-23,0,0.6374149918556213,0.6388490200042725,0.5882470011711121,0.6130310297012329,2638524,1.0,0.6224750280380249,0.6266559958457947,0.5752829909324646,0.5791559815406799,2302926.0,1.0,0.579692006111145,0.6137890219688416,0.5433459877967834,0.6089149713516235,2863017.0,0.0,0.6052389740943909,0.6764320135116577,0.582830011844635,0.6388750076293945,3411419.0,0
2020-05-24,1,0.6132889986038208,0.6132889986038208,0.5484319925308228,0.5490530133247375,2786816,1.0,0.579692006111145,0.6137890219688416,0.5433459877967834,0.6089149713516235,2863017.0,0.0,0.6052389740943909,0.6764320135116577,0.582830011844635,0.6388750076293945,3411419.0,0.0,0.6374149918556213,0.6388490200042725,0.5882470011711121,0.6130310297012329,2638524.0,1
2020-05-25,0,0.5485699772834778,0.6501380205154419,0.5380640029907227,0.6008570194244385,4509580,0.0,0.6052389740943909,0.6764320135116577,0.582830011844635,0.6388750076293945,3411419.0,0.0,0.6374149918556213,0.6388490200042725,0.5882470011711121,0.6130310297012329,2638524.0,1.0,0.6132889986038208,0.6132889986038208,0.5484319925308228,0.5490530133247375,2786816.0,0
2020-05-26,1,0.5991039872169495,0.6123530268669128,0.5664629936218262,0.5733069777488708,2689697,0.0,0.6374149918556213,0.6388490200042725,0.5882470011711121,0.6130310297012329,2638524.0,1.0,0.6132889986038208,0.6132889986038208,0.5484319925308228,0.5490530133247375,2786816.0,0.0,0.5485699772834778,0.6501380205154419,0.5380640029907227,0.6008570194244385,4509580.0,1
2020-05-27,0,0.5733069777488708,0.6110870242118835,0.5714430212974548,0.5909850001335144,2536916,1.0,0.6132889986038208,0.6132889986038208,0.5484319925308228,0.5490530133247375,2786816.0,0.0,0.5485699772834778,0.6501380205154419,0.5380640029907227,0.6008570194244385,4509580.0,1.0,0.5991039872169495,0.6123530268669128,0.5664629936218262,0.5733069777488708,2689697.0,0
2020-05-28,1,0.5908839702606201,0.5923979878425598,0.5669479966163635,0.5751550197601318,2662788,0.0,0.5485699772834778,0.6501380205154419,0.5380640029907227,0.6008570194244385,4509580.0,1.0,0.5991039872169495,0.6123530268669128,0.5664629936218262,0.5733069777488708,2689697.0,0.0,0.5733069777488708,0.6110870242118835,0.5714430212974548,0.5909850001335144,2536916.0,1
2020-05-29,1,0.5746989846229553,0.59340500831604,0.5668579936027527,0.5794150233268738,2066857,1.0,0.5991039872169495,0.6123530268669128,0.5664629936218262,0.5733069777488708,2689697.0,0.0,0.5733069777488708,0.6110870242118835,0.5714430212974548,0.5909850001335144,2536916.0,1.0,0.5908839702606201,0.5923979878425598,0.5669479966163635,0.5751550197601318,2662788.0,1
2020-05-30,0,0.5813549757003784,0.6024889945983887,0.5670499801635742,0.5879330039024353,2449095,0.0,0.5733069777488708,0.6110870242118835,0.5714430212974548,0.5909850001335144,2536916.0,1.0,0.5908839702606201,0.5923979878425598,0.5669479966163635,0.5751550197601318,2662788.0,1.0,0.5746989846229553,0.59340500831604,0.5668579936027527,0.5794150233268738,2066857.0,0
2020-05-31,1,0.5879030227661133,0.5939970016479492,0.5692449808120728,0.5700219869613647,1892967,1.0,0.5908839702606201,0.5923979878425598,0.5669479966163635,0.5751550197601318,2662788.0,1.0,0.5746989846229553,0.59340500831604,0.5668579936027527,0.5794150233268738,2066857.0,0.0,0.5813549757003784,0.6024889945983887,0.5670499801635742,0.5879330039024353,2449095.0,1
2020-06-01,0,0.5734720230102539,0.5878390073776245,0.5673480033874512,0.5774949789047241,2159877,1.0,0.5746989846229553,0.59340500831604,0.5668579936027527,0.5794150233268738,2066857.0,0.0,0.5813549757003784,0.6024889945983887,0.5670499801635742,0.5879330039024353,2449095.0,1.0,0.5879030227661133,0.5939970016479492,0.5692449808120728,0.5700219869613647,1892967.0,0
2020-06-02,1,0.5771420001983643,0.5897250175476074,0.5522940158843994,0.5646690130233765,1295757,0.0,0.5813549757003784,0.6024889945983887,0.5670499801635742,0.5879330039024353,2449095.0,1.0,0.5879030227661133,0.5939970016479492,0.5692449808120728,0.5700219869613647,1892967.0,0.0,0.5734720230102539,0.5878390073776245,0.5673480033874512,0.5774949789047241,2159877.0,1
2020-06-03,1,0.5646690130233765,0.5910249948501587,0.5644609928131104,0.5866209864616394,877446,1.0,0.5879030227661133,0.5939970016479492,0.5692449808120728,0.5700219869613647,1892967.0,0.0,0.5734720230102539,0.5878390073776245,0.5673480033874512,0.5774949789047241,2159877.0,1.0,0.5771420001983643,0.5897250175476074,0.5522940158843994,0.5646690130233765,1295757.0,1
2020-06-04,1,0.5868669748306274,0.5916399955749512,0.5645179748535156,0.5872989892959595,901641,0.0,0.5734720230102539,0.5878390073776245,0.5673480033874512,0.5774949789047241,2159877.0,1.0,0.5771420001983643,0.5897250175476074,0.5522940158843994,0.5646690130233765,1295757.0,1.0,0.5646690130233765,0.5910249948501587,0.5644609928131104,0.5866209864616394,877446.0,1
2020-06-05,0,0.5872989892959595,0.6982790231704712,0.5779250264167786,0.6611549854278564,4322092,1.0,0.5771420001983643,0.5897250175476074,0.5522940158843994,0.5646690130233765,1295757.0,1.0,0.5646690130233765,0.5910249948501587,0.5644609928131104,0.5866209864616394,877446.0,1.0,0.5868669748306274,0.5916399955749512,0.5645179748535156,0.5872989892959595,901641.0,0
2020-06-06,0,0.6610710024833679,0.6616190075874329,0.6117810010910034,0.6224430203437805,1604055,1.0,0.5646690130233765,0.5910249948501587,0.5644609928131104,0.5866209864616394,877446.0,1.0,0.5868669748306274,0.5916399955749512,0.5645179748535156,0.5872989892959595,901641.0,0.0,0.5872989892959595,0.6982790231704712,0.5779250264167786,0.6611549854278564,4322092.0,0
2020-06-07,1,0.6224430203437805,0.6244440078735352,0.5933979749679565,0.6165779829025269,716785,1.0,0.5868669748306274,0.5916399955749512,0.5645179748535156,0.5872989892959595,901641.0,0.0,0.5872989892959595,0.6982790231704712,0.5779250264167786,0.6611549854278564,4322092.0,0.0,0.6610710024833679,0.6616190075874329,0.6117810010910034,0.6224430203437805,1604055.0,1
2020-06-08,0,0.6150779724121094,0.679000973701477,0.6133099794387817,0.6683130264282227,1440234,0.0,0.5872989892959595,0.6982790231704712,0.5779250264167786,0.6611549854278564,4322092.0,0.0,0.6610710024833679,0.6616190075874329,0.6117810010910034,0.6224430203437805,1604055.0,1.0,0.6224430203437805,0.6244440078735352,0.5933979749679565,0.6165779829025269,716785.0,0
2020-06-09,0,0.6677839756011963,0.6680880188941956,0.6272420287132263,0.6580020189285278,988327,0.0,0.6610710024833679,0.6616190075874329,0.6117810010910034,0.6224430203437805,1604055.0,1.0,0.6224430203437805,0.6244440078735352,0.5933979749679565,0.6165779829025269,716785.0,0.0,0.6150779724121094,0.679000973701477,0.6133099794387817,0.6683130264282227,1440234.0,0
2020-06-10,0,0.6580380201339722,0.6700429916381836,0.633404016494751,0.6448670029640198,1096203,1.0,0.6224430203437805,0.6244440078735352,0.5933979749679565,0.6165779829025269,716785.0,0.0,0.6150779724121094,0.679000973701477,0.6133099794387817,0.6683130264282227,1440234.0,0.0,0.6677839756011963,0.6680880188941956,0.6272420287132263,0.6580020189285278,988327.0,0
2020-06-11,1,0.6448879837989807,0.650534987449646,0.5700820088386536,0.5737419724464417,1122221,0.0,0.6150779724121094,0.679000973701477,0.6133099794387817,0.6683130264282227,1440234.0,0.0,0.6677839756011963,0.6680880188941956,0.6272420287132263,0.6580020189285278,988327.0,0.0,0.6580380201339722,0.6700429916381836,0.633404016494751,0.6448670029640198,1096203.0,1
2020-06-12,1,0.574059009552002,0.604653000831604,0.569920003414154,0.5938689708709717,940323,0.0,0.6677839756011963,0.6680880188941956,0.6272420287132263,0.6580020189285278,988327.0,0.0,0.6580380201339722,0.6700429916381836,0.633404016494751,0.6448670029640198,1096203.0,1.0,0.6448879837989807,0.650534987449646,0.5700820088386536,0.5737419724464417,1122221.0,1
2020-06-13,0,0.5939480066299438,0.6114389896392822,0.5854849815368652,0.608942985534668,764757,0.0,0.6580380201339722,0.6700429916381836,0.633404016494751,0.6448670029640198,1096203.0,1.0,0.6448879837989807,0.650534987449646,0.5700820088386536,0.5737419724464417,1122221.0,1.0,0.574059009552002,0.604653000831604,0.569920003414154,0.5938689708709717,940323.0,0
2020-06-14,0,0.6109269857406616,0.618257999420166,0.5808990001678467,0.5870770215988159,873416,1.0,0.6448879837989807,0.650534987449646,0.5700820088386536,0.5737419724464417,1122221.0,1.0,0.574059009552002,0.604653000831604,0.569920003414154,0.5938689708709717,940323.0,0.0,0.5939480066299438,0.6114389896392822,0.5854849815368652,0.608942985534668,764757.0,0
2020-06-15,1,0.5883730053901672,0.5918970108032227,0.5472869873046875,0.5706390142440796,942666,1.0,0.574059009552002,0.604653000831604,0.569920003414154,0.5938689708709717,940323.0,0.0,0.5939480066299438,0.6114389896392822,0.5854849815368652,0.608942985534668,764757.0,0.0,0.6109269857406616,0.618257999420166,0.5808990001678467,0.5870770215988159,873416.0,1
2020-06-16,0,0.5705789923667908,0.5898280143737793,0.5686889886856079,0.5855759978294373,652020,0.0,0.5939480066299438,0.6114389896392822,0.5854849815368652,0.608942985534668,764757.0,0.0,0.6109269857406616,0.618257999420166,0.5808990001678467,0.5870770215988159,873416.0,1.0,0.5883730053901672,0.5918970108032227,0.5472869873046875,0.5706390142440796,942666.0,0
2020-06-17,1,0.5854970216751099,0.590129017829895,0.5651170015335083,0.5815619826316833,673274,0.0,0.6109269857406616,0.618257999420166,0.5808990001678467,0.5870770215988159,873416.0,1.0,0.5883730053901672,0.5918970108032227,0.5472869873046875,0.5706390142440796,942666.0,0.0,0.5705789923667908,0.5898280143737793,0.5686889886856079,0.5855759978294373,652020.0,1
2020-06-18,1,0.5815820097923279,0.6503090262413025,0.5792850255966187,0.6209560036659241,1349341,1.0,0.5883730053901672,0.5918970108032227,0.5472869873046875,0.5706390142440796,942666.0,0.0,0.5705789923667908,0.5898280143737793,0.5686889886856079,0.5855759978294373,652020.0,1.0,0.5854970216751099,0.590129017829895,0.5651170015335083,0.5815619826316833,673274.0,1
2020-06-19,0,0.6224070191383362,0.8363980054855347,0.6203839778900146,0.684332013130188,6577471,0.0,0.5705789923667908,0.5898280143737793,0.5686889886856079,0.5855759978294373,652020.0,1.0,0.5854970216751099,0.590129017829895,0.5651170015335083,0.5815619826316833,673274.0,1.0,0.5815820097923279,0.6503090262413025,0.5792850255966187,0.6209560036659241,1349341.0,0
2020-06-20,1,0.6825230121612549,0.6885830163955688,0.6256260275840759,0.6435909867286682,1714405,1.0,0.5854970216751099,0.590129017829895,0.5651170015335083,0.5815619826316833,673274.0,1.0,0.5815820097923279,0.6503090262413025,0.5792850255966187,0.6209560036659241,1349341.0,0.0,0.6224070191383362,0.8363980054855347,0.6203839778900146,0.684332013130188,6577471.0,1
2020-06-21,1,0.6461349725723267,0.7485420107841492,0.6368799805641174,0.6731489896774292,2238347,1.0,0.5815820097923279,0.6503090262413025,0.5792850255966187,0.6209560036659241,1349341.0,0.0,0.6224070191383362,0.8363980054855347,0.6203839778900146,0.684332013130188,6577471.0,1.0,0.6825230121612549,0.6885830163955688,0.6256260275840759,0.6435909867286682,1714405.0,1
2020-06-22,0,0.6725770235061646,0.7431129813194275,0.6458770036697388,0.7268480062484741,1620388,0.0,0.6224070191383362,0.8363980054855347,0.6203839778900146,0.684332013130188,6577471.0,1.0,0.6825230121612549,0.6885830163955688,0.6256260275840759,0.6435909867286682,1714405.0,1.0,0.6461349725723267,0.7485420107841492,0.6368799805641174,0.6731489896774292,2238347.0,0
2020-06-23,1,0.7267730236053467,0.7606329917907715,0.7007120251655579,0.7082970142364502,1327340,1.0,0.6825230121612549,0.6885830163955688,0.6256260275840759,0.6435909867286682,1714405.0,1.0,0.6461349725723267,0.7485420107841492,0.6368799805641174,0.6731489896774292,2238347.0,0.0,0.6725770235061646,0.7431129813194275,0.6458770036697388,0.7268480062484741,1620388.0,1
2020-06-24,0,0.7085300087928772,0.8006920218467712,0.6935009956359863,0.7369940280914307,2769054,1.0,0.6461349725723267,0.7485420107841492,0.6368799805641174,0.6731489896774292,2238347.0,0.0,0.6725770235061646,0.7431129813194275,0.6458770036697388,0.7268480062484741,1620388.0,1.0,0.7267730236053467,0.7606329917907715,0.7007120251655579,0.7082970142364502,1327340.0,0
