Date,Open,High,Low,Close,Volume,change_tomorrow,change_tomorrow_direction
2021-05-26,30.047990798950195,37.23763656616211,29.008554458618164,35.539817810058594,1069991365,-0.05821797571762555,DOWN
2021-05-27,35.48244857788086,35.52705001831055,31.12712860107422,33.584590911865234,649389058,-0.15652300593026802,DOWN
2021-05-28,33.6755256652832,34.50250625610352,28.0671443939209,29.039276123046875,600255582,-0.06074041416335074,DOWN
2021-05-29,29.003129959106445,30.0223388671875,25.750940322875977,27.376420974731445,376859866,0.04287147712618089,UP
2021-05-30,27.408315658569336,29.74925422668457,25.650293350219727,28.602659225463867,359661704,0.1283994154313205,UP
2021-05-31,28.60424041748047,32.98358917236328,27.52474594116211,32.816246032714844,534826504,-0.05909216260803185,DOWN
2021-06-01,32.7708854675293,33.2899169921875,29.880172729492188,30.985260009765625,432053117,0.08749646827003932,UP
2021-06-02,30.935237884521484,35.03815460205078,30.43285751342773,33.95631790161133,497567418,0.13971271649021877,UP
2021-06-03,34.01871490478516,41.14537811279297,33.792232513427734,39.47090530395508,960056106,-0.054946729939307604,DOWN
2021-06-04,39.581302642822266,39.60986328125,34.3109016418457,37.415069580078125,1056279506,0.05482652867016957,UP
2021-06-05,37.41737747192383,42.82267379760742,37.0991096496582,39.58539962768555,1112426664,0.06436022655356599,UP
2021-06-06,39.74912643432617,43.37719345092773,38.96399688720703,42.30837631225586,794387364,-0.10574481709861216,DOWN
2021-06-07,42.25367736816406,44.10055923461914,38.09083938598633,38.262332916259766,923157614,0.07841168299667223,UP
2021-06-08,38.25127029418945,42.47829055786133,33.68545913696289,41.51781463623047,1786996802,0.01222793409338474,UP
2021-06-09,41.27979278564453,43.99756622314453,39.36863327026367,42.031776428222656,1218831041,-0.022703935325894653,DOWN
2021-06-10,42.0240364074707,43.00490951538086,39.59678268432617,41.09867477416992,595246689,-0.14017026721125925,DOWN
2021-06-11,41.11015319824219,41.31248474121094,35.31117248535156,36.046085357666016,518666603,0.010855786210989926,UP
2021-06-12,36.16435241699219,37.61422348022461,34.31815719604492,36.441688537597656,549070417,0.0600650154076815,UP
2021-06-13,36.51470947265625,39.3599739074707,34.782989501953125,38.77043533325195,452988674,-0.0014822048215505923,DOWN
2021-06-14,38.70452117919922,40.47652053833008,36.81413269042969,38.71305465698242,477871463,0.05930443146027775,UP
2021-06-15,40.53583908081055,41.75867462158203,39.435813903808594,41.15364837646485,605285143,-0.036521389902926193,DOWN
2021-06-16,39.54534912109375,41.49630737304688,37.50349807739258,39.70361709594727,576016902,-0.011181216085492274,DOWN
2021-06-17,39.68927001953125,41.237430572509766,38.28608322143555,39.264591217041016,417775600,-0.07137465388161579,DOWN
2021-06-18,39.26678466796875,39.427127838134766,35.0040168762207,36.64879608154297,424163369,-0.03664030231478366,DOWN
2021-06-19,36.81910705566406,37.35458755493164,34.98160552978516,35.35343551635742,264640750,-0.0008895772904105037,DOWN
2021-06-20,35.23702621459961,35.92838668823242,31.36209487915039,35.32201385498047,452587531,-0.3250359630384754,DOWN
2021-06-21,35.261436462402344,35.497615814208984,25.949079513549805,26.657400131225582,760344541,0.0042752424576433246,UP
2021-06-22,26.592830657958984,28.712968826293945,20.380443572998047,26.7718563079834,1258580061,0.10905664882875254,UP
2021-06-23,26.91294288635254,32.7729606628418,25.69648551940918,30.048887252807617,1111302687,0.036308829018533606,UP
2021-06-24,30.846078872680664,32.991310119628906,28.548385620117188,31.18103408813477,641150364,-0.08649025894380946,DOWN
2021-06-25,31.16853141784668,32.90251541137695,28.035079956054688,28.698862075805664,632052177,0.03412638504597454,UP
2021-06-26,28.607898712158203,30.007036209106445,26.710813522338867,29.712854385375977,560342710,0.06941997158097968,UP
2021-06-27,29.75263977050781,31.929391860961918,29.271196365356445,31.929391860961918,497353288,0.030320546535956394,UP
2021-06-28,31.880830764770508,34.24322509765625,31.035127639770508,32.92778015136719,473612135,0.027726918479982876,UP
2021-06-29,33.00978469848633,35.788578033447266,32.7266845703125,33.86680221557617,471854279,0.04751891931442653,UP
2021-06-30,33.96297073364258,35.9547233581543,31.60135078430176,35.55640411376953,570984168,-0.06443444749012373,DOWN
2021-07-01,35.505653381347656,35.53819274902344,32.38627243041992,33.40403366088867,474665321,0.018119892153911077,UP
2021-07-02,33.30630874633789,34.03178787231445,31.479923248291016,34.02048110961914,440298780,0.013293259935508561,UP
2021-07-03,34.01557540893555,35.40476989746094,33.2984733581543,34.478816986083984,327019964,-0.004902761943707201,DOWN
2021-07-04,34.4951171875,35.50237274169922,33.55573654174805,34.31060028076172,303420520,-0.04020094574677624,DOWN
2021-07-05,34.28255081176758,34.461822509765625,32.48269271850586,32.984588623046875,313839322,0.037484155584341816,UP
2021-07-06,32.93030548095703,34.97831726074219,32.93030548095703,34.26913833618164,365336040,0.06346390737148322,UP
2021-07-07,34.23280715942383,38.01170349121094,33.8420295715332,36.59136962890625,519252659,-0.10202595127524106,DOWN
2021-07-08,36.71971893310547,36.915283203125,32.80227279663086,33.20372772216797,498201257,0.0018313951354842484,UP
2021-07-09,33.13433074951172,34.38794708251953,31.99104881286621,33.2646484375,327170629,-0.04643178897908706,DOWN
2021-07-10,33.31843948364258,34.14048767089844,31.18678474426269,31.78864479064941,296566657,0.0120951680262823,UP
2021-07-11,31.693038940429688,32.53633499145508,31.41175651550293,32.17784118652344,211679810,-0.043106525935799445,DOWN
2021-07-12,32.17338943481445,32.6440544128418,30.074201583862305,30.848087310791016,221058993,-0.059300401037733375,DOWN
2021-07-13,30.78640365600586,31.09370422363281,28.918607711791992,29.12118911743164,197825362,0.06904545923773253,UP
2021-07-14,29.14269256591797,31.435338973999023,27.515703201293945,31.2810001373291,331866434,-0.09942673154525061,DOWN
2021-07-15,31.360700607299805,31.4834041595459,28.00840377807617,28.45210075378418,329918376,-0.0789568303564745,DOWN
2021-07-16,28.5490665435791,29.44220352172852,26.228809356689453,26.37000846862793,374718328,0.013160098073855209,UP
2021-07-17,26.25412368774414,27.69698715209961,26.04067039489746,26.721668243408203,289689475,0.0011304244599469326,UP
2021-07-18,26.78417015075684,27.73356437683105,26.36097717285156,26.751909255981445,230336396,-0.09425608018867226,DOWN
2021-07-19,26.671239852905277,26.72174644470215,24.012245178222656,24.44757652282715,361915410,-0.04078498504136152,DOWN
2021-07-20,24.51030158996582,24.97560310363769,22.17754173278809,23.48955535888672,413439963,0.11769953076196793,UP
2021-07-21,23.443456649780277,27.4164981842041,22.86536979675293,26.62307929992676,555770206,0.03895022738087206,UP
2021-07-22,26.66532325744629,28.135990142822266,25.95220947265625,27.70208168029785,364666998,0.028470278407583982,UP
2021-07-23,27.70650863647461,28.69061088562012,26.425710678100582,28.513879776000977,407955237,0.006575698648876527,UP
2021-07-24,28.517900466918945,29.50779914855957,28.06863784790039,28.702619552612305,353750758,-0.018951691262852455,DOWN
2021-07-25,28.64940071105957,28.87297821044922,26.528553009033203,28.168773651123047,309208018,0.004870548708418299,UP
2021-07-26,28.227025985717773,31.05401611328125,27.903797149658203,28.306642532348636,743673802,-0.008598362111886582,DOWN
2021-07-27,28.210498809814453,28.95267105102539,27.005430221557617,28.065326690673828,375599550,-0.008984806304971338,DOWN
2021-07-28,28.145641326904297,28.7469539642334,27.41233253479004,27.815410614013672,315682626,0.11079286538528965,UP
2021-07-29,27.877975463867188,31.88614845275879,27.372438430786133,31.281137466430664,448009571,0.03435229521667649,UP
2021-07-30,31.275415420532227,33.05512619018555,30.067672729492188,32.393943786621094,617830199,0.12038262869534977,UP
2021-07-31,32.35328674316406,36.86825942993164,31.68321990966797,36.82731246948242,587168181,-0.07511313174621304,DOWN
2021-08-01,36.67912673950195,36.719913482666016,33.28300476074219,34.25436019897461,490639931,-0.03106156831198037,DOWN
2021-08-02,34.1905632019043,35.91239547729492,33.06065368652344,33.22241973876953,407399691,0.022767711221422293,UP
2021-08-03,33.19142532348633,35.833091735839844,32.40266036987305,33.99644088745117,474629269,0.0494129204434669,UP
2021-08-04,34.10835647583008,36.6524772644043,33.2731819152832,35.76362609863281,413657602,0.04260487060151086,UP
2021-08-05,35.771976470947266,38.208866119384766,35.53385543823242,37.35513687133789,595137193,0.053008159423489576,UP
2021-08-06,37.3553581237793,40.38808441162109,35.68829345703125,39.446102142333984,589190671,-0.0010818650947623798,DOWN
2021-08-07,39.49230194091797,40.50587844848633,37.62660217285156,39.40347290039063,534979916,-0.045911149763866455,DOWN
2021-08-08,39.46590423583984,39.53329086303711,36.935577392578125,37.673824310302734,358570315,0.02821827022667689,UP
2021-08-09,37.66049575805664,40.00484085083008,36.48117065429688,38.76778411865234,377034585,0.04606354412488178,UP
2021-08-10,38.678810119628906,41.66090774536133,38.22317123413086,40.63979721069336,452480699,0.02645442932352271,UP
2021-08-11,40.64894104003906,43.739139556884766,40.62823867797852,41.74411392211914,507980107,-0.015687652561256593,DOWN
2021-08-12,41.70451354980469,43.40190887451172,39.38155746459961,41.09936141967773,527833804,0.0845346145035395,UP
2021-08-13,41.1143684387207,44.9005241394043,40.72161865234375,44.89450073242188,541894525,-0.017719338919617522,DOWN
2021-08-14,44.85142517089844,44.871238708496094,42.93766021728516,44.11285018920898,363834257,0.179221889235204,UP
2021-08-15,44.14995574951172,54.62955093383789,43.450008392333984,53.74515914916992,1448656564,0.13914724504554976,UP
2021-08-16,53.5411491394043,68.82237243652344,52.465850830078125,62.432464599609375,3799339365,0.02769388559670327,UP
2021-08-17,62.11532974243164,74.8892593383789,58.9813346862793,64.21070861816406,4043742154,0.11486384087664825,UP
2021-08-18,64.16835021972656,80.11990356445312,60.26971435546875,72.5433120727539,4507409622,0.002945319999979046,UP
2021-08-19,72.83856201171875,75.09242248535156,68.6104965209961,72.75760650634766,2467398203,0.07579599272885362,UP
2021-08-20,72.7489013671875,79.99000549316406,70.93728637695312,78.72461700439453,1844455899,-0.06736255367796873,DOWN
2021-08-21,78.69892883300781,81.81377410888672,72.69692993164062,73.75621032714844,1513097171,-0.013080249471970617,DOWN
2021-08-22,73.86833953857422,77.48115539550781,71.55394744873047,72.80391693115234,968933849,0.03835948550488333,UP
2021-08-23,72.7694091796875,76.70532989501953,71.68074798583984,75.70803833007812,1372134245,-0.0712758975867045,DOWN
2021-08-24,75.7801742553711,79.3709487915039,68.61978912353516,70.67090606689453,2153611667,0.017798952288004988,UP
2021-08-25,70.67996215820312,72.70286560058594,66.22276306152344,71.95156860351562,1551240766,0.044673508885774704,UP
2021-08-26,71.97343444824219,78.05520629882812,66.26455688476562,75.31620788574219,2713050538,0.1449791381875406,UP
2021-08-27,74.81178283691406,88.85427856445312,72.71512603759766,88.08698272705078,3263988286,0.08909933335321496,UP
2021-08-28,88.00001525878906,97.84294891357422,85.79064178466797,96.7031707763672,2580080503,-0.023642482767175954,DOWN
2021-08-29,96.56397247314452,97.7778778076172,90.99362182617188,94.46967315673828,1830344091,0.145417361977218,UP
2021-08-30,94.3448715209961,116.85022735595705,94.0377197265625,110.54480743408205,5274104165,-0.01899855723095234,DOWN
2021-08-31,109.7561492919922,130.01461791992188,103.35130310058594,108.48377227783205,7590894022,0.022959231702351257,UP
2021-09-01,107.4444808959961,119.53011322021484,106.27082061767578,111.0330047607422,3974443896,0.13324796035123376,UP
2021-09-02,110.73123931884766,131.96188354492188,109.65261840820312,128.10238647460938,5074399603,0.1260764233094227,UP
2021-09-03,128.3890838623047,148.8341827392578,128.3890838623047,146.5830535888672,7526373837,-0.05369722693446488,DOWN
2021-09-04,146.4184112548828,150.42855834960938,136.44955444335938,139.11306762695312,3970422964,0.020819252398059596,UP
2021-09-05,138.99014282226562,144.99786376953125,135.07997131347656,142.0708770751953,2996918105,0.13572161099532642,UP
2021-09-06,142.0628204345703,165.8787384033203,138.0382080078125,164.38092041015625,5774090688,0.05063852017292281,UP
2021-09-07,164.18368530273438,194.8197021484375,133.10025024414062,173.14892578125,17068643416,0.09365756106046852,UP
2021-09-08,173.278564453125,197.989013671875,147.99118041992188,191.04139709472656,13187213606,-0.015120402802101474,DOWN
2021-09-09,209.4707946777344,214.95718383789065,181.4458770751953,188.19580078125,12676272744,-0.04631560087304942,DOWN
2021-09-10,187.61280822753903,196.9451904296875,168.69082641601562,179.865234375,7087524572,-0.00557596065954713,DOWN
2021-09-11,179.36622619628906,193.40560913085935,175.56541442871094,178.8678741455078,5367389010,-0.024809813316398754,DOWN
2021-09-12,179.23016357421875,181.56825256347656,170.5845947265625,174.53762817382812,3012633094,-0.031122442126738425,DOWN
2021-09-13,174.41845703125,174.93186950683594,150.9744110107422,169.26954650878906,6437530449,-0.07068371074255886,DOWN
2021-09-14,169.77452087402344,171.30116271972656,143.55311584472656,158.09481811523438,5799758794,0.006426499175242739,UP
2021-09-15,158.41543579101562,166.17529296875,154.2395477294922,159.1173858642578,3908939772,-0.043570203371715355,DOWN
2021-09-16,158.80728149414062,163.12283325195312,147.6532745361328,152.47406005859375,3215168472,-0.03307063755684969,DOWN
2021-09-17,152.3514404296875,153.44493103027344,135.24522399902344,147.5930633544922,4675731485,0.12761920755665512,UP
2021-09-18,147.44876098632812,171.1427764892578,144.3922576904297,169.18421936035156,5415012910,-0.10928329158385308,DOWN
2021-09-19,169.22633361816406,170.65211486816406,151.2509765625,152.51669311523438,3350530308,-0.15425372455241404,DOWN
2021-09-20,152.7944793701172,153.38766479492188,131.2610321044922,132.13446044921875,5623667250,-0.06602695263561364,DOWN
2021-09-21,132.76231384277344,144.46844482421875,116.34320068359376,123.9503936767578,5243953819,0.16206849670592116,UP
2021-09-22,124.17745208740234,150.94151306152344,122.34915924072266,147.92425537109375,4952222859,0.012215502967623637,UP
2021-09-23,148.05516052246094,152.364990234375,143.20126342773438,149.75357055664062,3389212044,-0.07430594696496606,DOWN
2021-09-24,149.9354705810547,151.201904296875,128.8013153076172,139.39564514160156,3852350632,-0.023621280542750256,DOWN
2021-09-25,139.2965545654297,144.0725555419922,134.10775756835938,136.17892456054688,2037106949,-0.003533938425272165,DOWN
2021-09-26,136.21615600585938,140.7817840576172,125.11542510986328,135.69937133789062,2674182809,0.007526253164675589,UP
2021-09-27,135.93136596679688,148.49783325195312,133.98428344726562,136.72842407226562,2867246888,-0.03946569675293188,DOWN
2021-09-28,136.5089111328125,139.2943572998047,128.2448272705078,131.53721618652344,2422542861,0.028180262137201817,UP
2021-09-29,132.33853149414062,140.03817749023438,131.2336883544922,135.35145568847656,2428105040,0.04053043876967921,UP
2021-09-30,135.41290283203125,142.85316467285156,134.31326293945312,141.0690460205078,2244376110,0.1274927293428021,UP
2021-10-01,141.38291931152344,164.737548828125,138.4369354248047,161.682373046875,4387488320,0.04382584590062155,UP
2021-10-02,161.59439086914062,174.90069580078125,156.3223419189453,169.093017578125,3471658582,0.02025700562550692,UP
2021-10-03,169.11370849609375,176.9703369140625,166.07000732421875,172.5891571044922,3149579954,-0.03512967899622055,DOWN
2021-10-04,172.9616241455078,172.9616241455078,162.77333068847656,166.73191833496094,3109040100,-0.01594050297080707,DOWN
2021-10-05,166.99496459960938,169.9793701171875,160.59315490722656,164.11582946777344,2541087419,-0.06494214377690999,DOWN
2021-10-06,164.60519409179688,165.3619842529297,150.76837158203125,154.1077423095703,3259712887,0.0011242242585579598,UP
2021-10-07,153.96115112304688,161.3629913330078,150.5420379638672,154.28118896484375,2579187256,0.0293679642542235,UP
2021-10-08,154.2565460205078,168.84637451171875,152.75576782226562,158.94920349121094,2781848650,-0.013539652402114077,DOWN
2021-10-09,158.70469665527344,161.40731811523438,154.8697967529297,156.82583618164062,1522023824,-0.0592854227561499,DOWN
2021-10-10,156.75192260742188,158.361572265625,146.8982391357422,148.0487060546875,1556965341,-0.022025459099420663,DOWN
2021-10-11,147.80044555664062,153.921142578125,140.3639678955078,144.85813903808594,1851795187,0.05158524962586586,UP
2021-10-12,145.00765991210938,153.26397705078125,137.8115692138672,152.73712158203125,2853992440,-0.03078150092705445,DOWN
2021-10-13,152.52392578125,155.34799194335938,144.40786743164062,148.17604064941406,2105226551,0.010555545479721706,UP
2021-10-14,148.01727294921875,155.32974243164062,147.3309326171875,149.75680541992188,1948101208,0.07896494948106236,UP
2021-10-15,150.04660034179688,165.12220764160156,146.98483276367188,162.59620666503906,3970589003,-0.032102489775740484,DOWN
2021-10-16,163.0070343017578,164.71371459960938,156.73756408691406,157.538818359375,1531502795,0.013803268134305435,UP
2021-10-17,157.46356201171875,167.42599487304688,154.09034729003906,159.74380493164062,2168838138,-0.015979819704552645,DOWN
2021-10-18,159.9974822998047,162.8562774658203,155.0302276611328,157.2312774658203,1698878759,-0.00778279567620932,DOWN
2021-10-19,157.210205078125,159.40586853027344,153.22100830078125,156.01702880859375,1400902548,0.11327192244390571,UP
2021-10-20,155.88339233398438,176.440673828125,155.19984436035156,175.94686889648438,3315306825,0.07551326660471269,UP
2021-10-21,176.7655487060547,193.59915161132807,176.7655487060547,190.3184356689453,6865815461,0.031120757578240954,UP
2021-10-22,190.45489501953125,214.04444885253903,188.27362060546875,196.43153381347656,7486821306,0.006435502194999998,UP
2021-10-23,196.30047607421875,205.6698760986328,192.5627593994141,197.703857421875,3253670286,0.023018784127124214,UP
2021-10-24,197.97311401367188,204.71910095214844,185.5724334716797,202.3619842529297,3413057378,0.03684983980777656,UP
2021-10-25,202.3164825439453,218.7318878173828,198.2024383544922,210.1042938232422,4837376169,-0.05153488072306023,DOWN
2021-10-26,209.5316467285156,213.9828643798828,197.4866485595703,199.8072509765625,3194205752,-0.08724085948581894,DOWN
2021-10-27,199.87448120117188,205.4047393798828,178.73086547851562,183.77459716796875,4552692842,0.056908340919765266,UP
2021-10-28,184.5157012939453,201.0453643798828,182.217529296875,194.86398315429688,3463958628,0.02656957825936812,UP
2021-10-29,194.90643310546875,204.8966064453125,194.90643310546875,200.1827545166016,2468703579,-0.024392534989455372,DOWN
2021-10-30,200.2257232666016,200.38623046875,187.8165740966797,195.4160614013672,1732207667,0.03460588771300532,UP
2021-10-31,195.77377319335935,205.1633758544922,186.06298828125,202.4210205078125,2577364486,0.005522458023449195,UP
2021-11-01,202.62921142578125,211.36083984375,198.2389678955078,203.5450897216797,3157612663,0.07580155556242207,UP
2021-11-02,203.51791381835935,222.2330322265625,201.18038940429688,220.23959350585935,3020087232,0.09328668438973076,UP
2021-11-03,221.0767517089844,246.321533203125,216.1961975097656,242.89881896972656,6024951132,0.018145410371616766,UP
2021-11-04,243.09780883789065,250.46633911132807,235.15087890625,247.3877716064453,4440296290,-0.04615061885137961,DOWN
2021-11-05,247.27093505859372,248.3839111328125,231.1608123779297,236.47433471679688,2752870913,0.08674010814684208,UP
2021-11-06,236.4927520751953,260.0621032714844,235.2899627685547,258.934326171875,3869779683,-0.0364691085600477,DOWN
2021-11-07,258.78155517578125,258.85009765625,246.12242126464844,249.823486328125,2624869522,-0.005458700792732696,DOWN
2021-11-08,249.9792633056641,253.25418090820312,241.14013671875,248.46717834472656,3344410176,-0.03868534889678377,DOWN
2021-11-09,248.3568420410156,253.1798248291016,237.89529418945312,239.213134765625,2819309492,-0.023242450300976047,DOWN
2021-11-10,239.1337432861328,247.9470367431641,218.3885498046875,233.77952575683597,3873202098,0.0019690314804009512,UP
2021-11-11,233.9139862060547,246.4471893310547,229.7485198974609,234.24075317382807,2693456862,-0.025114267919046362,DOWN
2021-11-12,233.7212677001953,238.6956787109375,221.25294494628903,228.5020904541016,3022054714,0.05509329266426655,UP
2021-11-13,228.59625244140625,241.8250274658203,225.075927734375,241.8250274658203,2322796265,-0.01425814480282317,DOWN
2021-11-14,241.8621063232422,242.04489135742188,230.6894073486328,238.42552185058597,1705211600,-0.003670404108653491,DOWN
2021-11-15,238.7313995361328,245.97610473632807,235.0991058349609,237.55360412597656,2414551003,-0.08353702023148712,DOWN
2021-11-16,238.4971466064453,238.4971466064453,215.4420928955078,219.2390289306641,3557977024,-0.0023948420375394797,DOWN
2021-11-17,219.29563903808597,222.02883911132807,210.0269470214844,218.7152404785156,2982505239,-0.1188200754277633,DOWN
2021-11-18,218.8755798339844,222.8769378662109,187.67312622070312,195.48741149902344,3911214658,0.09193887610747253,UP
2021-11-19,195.0662841796875,219.3670654296875,189.7501678466797,215.28001403808597,3431624914,0.012546185223542006,UP
2021-11-20,215.4069061279297,221.44534301757807,206.28587341308597,218.0152740478516,2003638941,0.05736422846808564,UP
2021-11-21,217.78402709960935,235.2309112548828,210.8097381591797,231.2826232910156,2636480460,-0.07205685332266554,DOWN
2021-11-22,230.98963928222656,231.90481567382807,212.03009033203125,215.73727416992188,3254258844,0.027495987667886523,UP
2021-11-23,215.84295654296875,226.06173706054688,211.31222534179688,221.8368988037109,2328763768,-0.03217620495079232,DOWN
2021-11-24,221.8606109619141,222.4592742919922,200.5026092529297,214.92153930664065,2293934142,-0.042028717031506346,DOWN
2021-11-25,205.88616943359372,216.4005126953125,202.3234100341797,206.25299072265625,2586718627,-0.07697303957305457,DOWN
